Vehicle Make,Vehicle Model,"Battery-Electric Vehicle (BEV), Plug-in Hybrid Electric Vehicle (PHEV) or Fuel Cell Electric Vehicle (FCEV)",Recipient Province/Territory,Month and Year,Number of Cars
Kia,EV6,BEV,Quebec,July 2023,140
Kia,EV6,BEV,Quebec,July 2024,445
Kia,EV6,BEV,Quebec,June 2022,37
Kia,EV6,BEV,Quebec,June 2023,101
Kia,EV6,BEV,Quebec,June 2024,440
Kia,EV6,BEV,Quebec,March 2022,47
Kia,EV6,BEV,Quebec,March 2023,98
Kia,EV6,BEV,Quebec,March 2024,384
Kia,EV6,BEV,Quebec,May 2022,54
Kia,EV6,BEV,Quebec,May 2023,102
Kia,EV6,BEV,Quebec,May 2024,610
Kia,EV6,BEV,Quebec,November 2022,100
Kia,EV6,BEV,Quebec,November 2023,137
Kia,EV6,BEV,Quebec,November 2024,525
Kia,EV6,BEV,Quebec,October 2022,111
Kia,EV6,BEV,Quebec,October 2023,154
Kia,EV6,BEV,Quebec,October 2024,590
Kia,EV6,BEV,Quebec,September 2022,67
Kia,EV6,BEV,Quebec,September 2023,145
Kia,EV6,BEV,Quebec,September 2024,411
Kia,EV6,BEV,Saskatchewan,April 2024,1
Kia,EV6,BEV,Saskatchewan,August 2023,3
Kia,EV6,BEV,Saskatchewan,August 2024,1
Kia,EV6,BEV,Saskatchewan,February 2024,1
Kia,EV6,BEV,Saskatchewan,January 2024,1
Kia,EV6,BEV,Saskatchewan,July 2023,1
Kia,EV6,BEV,Saskatchewan,July 2024,1
Kia,EV6,BEV,Saskatchewan,June 2023,1
Kia,EV6,BEV,Saskatchewan,May 2022,2
Kia,EV6,BEV,Saskatchewan,November 2024,1
Kia,EV6,BEV,Saskatchewan,October 2022,1
Kia,EV6,BEV,Saskatchewan,October 2023,1
Kia,EV6,BEV,Saskatchewan,October 2024,2
Kia,EV6,BEV,Saskatchewan,September 2023,3
Kia,EV6,BEV,Yukon,April 2022,1
Kia,EV6,BEV,Yukon,April 2024,1
Kia,EV6,BEV,Yukon,August 2023,1
Kia,EV6,BEV,Yukon,February 2024,2
Kia,EV6,BEV,Yukon,January 2024,1
Kia,EV6,BEV,Yukon,July 2022,1
Kia,EV6,BEV,Yukon,June 2023,1
Kia,EV6,BEV,Yukon,June 2024,7
Kia,EV6,BEV,Yukon,March 2024,2
Kia,EV6,BEV,Yukon,May 2022,1
Kia,EV6,BEV,Yukon,November 2023,2
Kia,EV6,BEV,Yukon,November 2024,1
Kia,EV6,BEV,Yukon,October 2022,3
Kia,EV6,BEV,Yukon,October 2023,1
Kia,EV6,BEV,Yukon,September 2024,2
Kia,EV9,BEV,Alberta,April 2024,16
Kia,EV9,BEV,Alberta,August 2024,11
Kia,EV9,BEV,Alberta,February 2024,1
Kia,EV9,BEV,Alberta,July 2024,9
Kia,EV9,BEV,Alberta,June 2024,14
Kia,EV9,BEV,Alberta,March 2024,9
Kia,EV9,BEV,Alberta,May 2024,11
Kia,EV9,BEV,Alberta,November 2024,13
Kia,EV9,BEV,Alberta,October 2024,20
Kia,EV9,BEV,Alberta,September 2024,14
Kia,EV9,BEV,British Columbia,April 2024,57
Kia,EV9,BEV,British Columbia,August 2024,83
Kia,EV9,BEV,British Columbia,December 2023,6
Kia,EV9,BEV,British Columbia,February 2024,18
Kia,EV9,BEV,British Columbia,January 2024,18
Kia,EV9,BEV,British Columbia,July 2024,30
Kia,EV9,BEV,British Columbia,June 2024,63
Kia,EV9,BEV,British Columbia,March 2024,63
Kia,EV9,BEV,British Columbia,May 2024,51
Kia,EV9,BEV,British Columbia,November 2024,78
Kia,EV9,BEV,British Columbia,October 2024,87
Kia,EV9,BEV,British Columbia,September 2024,70
Kia,EV9,BEV,Manitoba,April 2024,3
Kia,EV9,BEV,Manitoba,August 2024,5
Kia,EV9,BEV,Manitoba,December 2023,1
Kia,EV9,BEV,Manitoba,July 2024,7
Kia,EV9,BEV,Manitoba,June 2024,7
Kia,EV9,BEV,Manitoba,March 2024,4
Kia,EV9,BEV,Manitoba,May 2024,5
Kia,EV9,BEV,Manitoba,November 2024,3
Kia,EV9,BEV,Manitoba,October 2024,10
Kia,EV9,BEV,Manitoba,September 2024,2
Kia,EV9,BEV,New Brunswick,April 2024,2
Kia,EV9,BEV,New Brunswick,August 2024,3
Kia,EV9,BEV,New Brunswick,February 2024,3
Kia,EV9,BEV,New Brunswick,July 2024,6
Kia,EV9,BEV,New Brunswick,June 2024,4
Kia,EV9,BEV,New Brunswick,March 2024,1
Kia,EV9,BEV,New Brunswick,May 2024,5
Kia,EV9,BEV,New Brunswick,November 2024,8
Kia,EV9,BEV,New Brunswick,October 2024,8
Kia,EV9,BEV,New Brunswick,September 2024,2
Kia,EV9,BEV,Newfoundland and Labrador,April 2024,1
Kia,EV9,BEV,Newfoundland and Labrador,February 2024,1
Kia,EV9,BEV,Newfoundland and Labrador,July 2024,6
Kia,EV9,BEV,Newfoundland and Labrador,June 2024,5
Kia,EV9,BEV,Newfoundland and Labrador,March 2024,1
Kia,EV9,BEV,Newfoundland and Labrador,May 2024,3
Kia,EV9,BEV,Newfoundland and Labrador,November 2024,2
Kia,EV9,BEV,Newfoundland and Labrador,October 2024,2
Kia,EV9,BEV,Newfoundland and Labrador,September 2024,1
Kia,EV9,BEV,Nova Scotia,April 2024,1
Kia,EV9,BEV,Nova Scotia,August 2024,4
Kia,EV9,BEV,Nova Scotia,July 2024,4
Kia,EV9,BEV,Nova Scotia,June 2024,3
Kia,EV9,BEV,Nova Scotia,May 2024,2
Kia,EV9,BEV,Nova Scotia,November 2024,6
Kia,EV9,BEV,Nova Scotia,October 2024,9
Kia,EV9,BEV,Nova Scotia,September 2024,2
Kia,EV9,BEV,Ontario,April 2024,92
Kia,EV9,BEV,Ontario,August 2024,56
Kia,EV9,BEV,Ontario,December 2023,4
Kia,EV9,BEV,Ontario,February 2024,20
Kia,EV9,BEV,Ontario,January 2024,10
Kia,EV9,BEV,Ontario,July 2024,65
Kia,EV9,BEV,Ontario,June 2024,53
Kia,EV9,BEV,Ontario,March 2024,20
Kia,EV9,BEV,Ontario,May 2024,98
Kia,EV9,BEV,Ontario,November 2024,67
Kia,EV9,BEV,Ontario,October 2024,67
Kia,EV9,BEV,Ontario,September 2024,61
Kia,EV9,BEV,Prince Edward Island,August 2024,3
Kia,EV9,BEV,Prince Edward Island,May 2024,2
Kia,EV9,BEV,Prince Edward Island,November 2024,2
Kia,EV9,BEV,Prince Edward Island,October 2024,1
Kia,EV9,BEV,Prince Edward Island,September 2024,4
Kia,EV9,BEV,Quebec,April 2024,209
Kia,EV9,BEV,Quebec,August 2024,240
Kia,EV9,BEV,Quebec,December 2023,11
Kia,EV9,BEV,Quebec,February 2024,37
Kia,EV9,BEV,Quebec,January 2024,27
Kia,EV9,BEV,Quebec,July 2024,123
Kia,EV9,BEV,Quebec,June 2024,231
Kia,EV9,BEV,Quebec,March 2024,86
Kia,EV9,BEV,Quebec,May 2024,316
Kia,EV9,BEV,Quebec,November 2024,326
Kia,EV9,BEV,Quebec,October 2024,357
Kia,EV9,BEV,Quebec,September 2024,382
Kia,EV9,BEV,Saskatchewan,April 2024,3
Kia,EV9,BEV,Saskatchewan,August 2024,3
Kia,EV9,BEV,Saskatchewan,June 2024,3
Kia,EV9,BEV,Saskatchewan,May 2024,1
Kia,EV9,BEV,Saskatchewan,November 2024,3
Kia,EV9,BEV,Saskatchewan,October 2024,6
Kia,EV9,BEV,Saskatchewan,September 2024,2
Kia,EV9,BEV,Yukon,April 2024,2
Kia,EV9,BEV,Yukon,August 2024,1
Kia,EV9,BEV,Yukon,July 2024,3
Kia,EV9,BEV,Yukon,May 2024,1
Kia,EV9,BEV,Yukon,October 2024,4
Kia,EV9,BEV,Yukon,September 2024,1
Kia,Niro EV,BEV,Alberta,April 2021,1
Kia,Niro EV,BEV,Alberta,April 2023,3
Kia,Niro EV,BEV,Alberta,April 2024,11
Kia,Niro EV,BEV,Alberta,August 2021,5
Kia,Niro EV,BEV,Alberta,August 2022,1
Kia,Niro EV,BEV,Alberta,August 2023,17
Kia,Niro EV,BEV,Alberta,August 2024,5
Kia,Niro EV,BEV,Alberta,December 2023,14
Kia,Niro EV,BEV,Alberta,February 2022,2
Kia,Niro EV,BEV,Alberta,February 2024,7
Kia,Niro EV,BEV,Alberta,January 2024,4
Kia,Niro EV,BEV,Alberta,July 2021,2
Kia,Niro EV,BEV,Alberta,July 2023,7
Kia,Niro EV,BEV,Alberta,July 2024,3
Kia,Niro EV,BEV,Alberta,June 2023,8
Kia,Niro EV,BEV,Alberta,June 2024,8
Kia,Niro EV,BEV,Alberta,March 2022,1
Kia,Niro EV,BEV,Alberta,March 2024,4
Kia,Niro EV,BEV,Alberta,May 2023,8
Kia,Niro EV,BEV,Alberta,May 2024,6
Kia,Niro EV,BEV,Alberta,November 2021,1
Kia,Niro EV,BEV,Alberta,November 2023,9
Kia,Niro EV,BEV,Alberta,November 2024,4
Kia,Niro EV,BEV,Alberta,October 2021,2
Kia,Niro EV,BEV,Alberta,October 2023,10
Kia,Niro EV,BEV,Alberta,October 2024,6
Kia,Niro EV,BEV,Alberta,September 2023,15
Kia,Niro EV,BEV,Alberta,September 2024,8
Kia,Niro EV,BEV,British Columbia,April 2020,26
Kia,Niro EV,BEV,British Columbia,April 2021,52
Kia,Niro EV,BEV,British Columbia,April 2022,6
Kia,Niro EV,BEV,British Columbia,April 2023,76
Kia,Niro EV,BEV,British Columbia,April 2024,66
Kia,Niro EV,BEV,British Columbia,August 2019,25
Kia,Niro EV,BEV,British Columbia,August 2020,44
Kia,Niro EV,BEV,British Columbia,August 2021,108
Kia,Niro EV,BEV,British Columbia,August 2023,117
Kia,Niro EV,BEV,British Columbia,August 2024,42
Kia,Niro EV,BEV,British Columbia,December 2019,2
Kia,Niro EV,BEV,British Columbia,December 2020,15
Kia,Niro EV,BEV,British Columbia,December 2021,14
Kia,Niro EV,BEV,British Columbia,December 2023,59
Kia,Niro EV,BEV,British Columbia,February 2020,2
Kia,Niro EV,BEV,British Columbia,February 2021,36
Kia,Niro EV,BEV,British Columbia,February 2022,17
Kia,Niro EV,BEV,British Columbia,February 2024,54
Kia,Niro EV,BEV,British Columbia,January 2021,39
Kia,Niro EV,BEV,British Columbia,January 2022,27
Kia,Niro EV,BEV,British Columbia,January 2023,1
Kia,Niro EV,BEV,British Columbia,January 2024,47
Kia,Niro EV,BEV,British Columbia,July 2019,37
Kia,Niro EV,BEV,British Columbia,July 2020,16
Kia,Niro EV,BEV,British Columbia,July 2021,108
Kia,Niro EV,BEV,British Columbia,July 2023,122
Kia,Niro EV,BEV,British Columbia,July 2024,60
Kia,Niro EV,BEV,British Columbia,June 2019,55
Kia,Niro EV,BEV,British Columbia,June 2020,29
Kia,Niro EV,BEV,British Columbia,June 2021,61
Kia,Niro EV,BEV,British Columbia,June 2022,1
Kia,Niro EV,BEV,British Columbia,June 2023,79
Kia,Niro EV,BEV,British Columbia,June 2024,31
Kia,Niro EV,BEV,British Columbia,March 2020,11
Kia,Niro EV,BEV,British Columbia,March 2021,39
Kia,Niro EV,BEV,British Columbia,March 2022,11
Kia,Niro EV,BEV,British Columbia,March 2023,4
Kia,Niro EV,BEV,British Columbia,March 2024,54
Kia,Niro EV,BEV,British Columbia,May 2019,35
Kia,Niro EV,BEV,British Columbia,May 2020,17
Kia,Niro EV,BEV,British Columbia,May 2021,84
Kia,Niro EV,BEV,British Columbia,May 2022,9
Kia,Niro EV,BEV,British Columbia,May 2023,46
Kia,Niro EV,BEV,British Columbia,May 2024,46
Kia,Niro EV,BEV,British Columbia,November 2019,7
Kia,Niro EV,BEV,British Columbia,November 2020,17
Kia,Niro EV,BEV,British Columbia,November 2021,36
Kia,Niro EV,BEV,British Columbia,November 2023,110
Kia,Niro EV,BEV,British Columbia,November 2024,53
Kia,Niro EV,BEV,British Columbia,October 2019,9
Kia,Niro EV,BEV,British Columbia,October 2020,41
Kia,Niro EV,BEV,British Columbia,October 2021,82
Kia,Niro EV,BEV,British Columbia,October 2023,96
Kia,Niro EV,BEV,British Columbia,October 2024,56
Kia,Niro EV,BEV,British Columbia,September 2019,18
Kia,Niro EV,BEV,British Columbia,September 2020,36
Kia,Niro EV,BEV,British Columbia,September 2021,84
Kia,Niro EV,BEV,British Columbia,September 2022,2
Kia,Niro EV,BEV,British Columbia,September 2023,117
Kia,Niro EV,BEV,British Columbia,September 2024,39
Kia,Niro EV,BEV,Manitoba,April 2023,2
Kia,Niro EV,BEV,Manitoba,April 2024,5
Kia,Niro EV,BEV,Manitoba,August 2021,1
Kia,Niro EV,BEV,Manitoba,August 2022,1
Kia,Niro EV,BEV,Manitoba,August 2023,8
Kia,Niro EV,BEV,Manitoba,August 2024,8
Kia,Niro EV,BEV,Manitoba,December 2023,10
Kia,Niro EV,BEV,Manitoba,February 2024,1
Kia,Niro EV,BEV,Manitoba,January 2024,3
Kia,Niro EV,BEV,Manitoba,July 2019,1
Kia,Niro EV,BEV,Manitoba,July 2023,11
Kia,Niro EV,BEV,Manitoba,July 2024,8
Kia,Niro EV,BEV,Manitoba,June 2023,4
Kia,Niro EV,BEV,Manitoba,June 2024,6
Kia,Niro EV,BEV,Manitoba,March 2024,3
Kia,Niro EV,BEV,Manitoba,May 2022,1
Kia,Niro EV,BEV,Manitoba,May 2023,6
Kia,Niro EV,BEV,Manitoba,May 2024,5
Kia,Niro EV,BEV,Manitoba,November 2021,1
Kia,Niro EV,BEV,Manitoba,November 2023,9
Kia,Niro EV,BEV,Manitoba,November 2024,3
Kia,Niro EV,BEV,Manitoba,October 2023,9
Kia,Niro EV,BEV,Manitoba,October 2024,6
Kia,Niro EV,BEV,Manitoba,September 2023,4
Kia,Niro EV,BEV,Manitoba,September 2024,1
Kia,Niro EV,BEV,New Brunswick,April 2023,7
Kia,Niro EV,BEV,New Brunswick,April 2024,2
Kia,Niro EV,BEV,New Brunswick,August 2021,2
Kia,Niro EV,BEV,New Brunswick,August 2023,11
Kia,Niro EV,BEV,New Brunswick,August 2024,4
Kia,Niro EV,BEV,New Brunswick,December 2019,1
Kia,Niro EV,BEV,New Brunswick,December 2020,2
Kia,Niro EV,BEV,New Brunswick,December 2023,2
Kia,Niro EV,BEV,New Brunswick,February 2022,1
Kia,Niro EV,BEV,New Brunswick,February 2024,4
Kia,Niro EV,BEV,New Brunswick,January 2020,2
Kia,Niro EV,BEV,New Brunswick,January 2022,1
Kia,Niro EV,BEV,New Brunswick,January 2024,4
Kia,Niro EV,BEV,New Brunswick,July 2020,1
Kia,Niro EV,BEV,New Brunswick,July 2023,5
Kia,Niro EV,BEV,New Brunswick,July 2024,1
Kia,Niro EV,BEV,New Brunswick,June 2022,1
Kia,Niro EV,BEV,New Brunswick,June 2023,1
Kia,Niro EV,BEV,New Brunswick,June 2024,4
Kia,Niro EV,BEV,New Brunswick,March 2022,1
Kia,Niro EV,BEV,New Brunswick,March 2024,2
Kia,Niro EV,BEV,New Brunswick,May 2021,2
Kia,Niro EV,BEV,New Brunswick,May 2023,5
Kia,Niro EV,BEV,New Brunswick,May 2024,2
Kia,Niro EV,BEV,New Brunswick,November 2021,1
Kia,Niro EV,BEV,New Brunswick,November 2023,8
Kia,Niro EV,BEV,New Brunswick,November 2024,6
Kia,Niro EV,BEV,New Brunswick,October 2021,1
Kia,Niro EV,BEV,New Brunswick,October 2023,8
Kia,Niro EV,BEV,New Brunswick,October 2024,1
Kia,Niro EV,BEV,New Brunswick,September 2021,1
Kia,Niro EV,BEV,New Brunswick,September 2023,11
Kia,Niro EV,BEV,New Brunswick,September 2024,2
Kia,Niro EV,BEV,Newfoundland and Labrador,April 2024,2
Kia,Niro EV,BEV,Newfoundland and Labrador,August 2023,4
Kia,Niro EV,BEV,Newfoundland and Labrador,August 2024,2
Kia,Niro EV,BEV,Newfoundland and Labrador,December 2023,4
Kia,Niro EV,BEV,Newfoundland and Labrador,February 2024,2
Kia,Niro EV,BEV,Newfoundland and Labrador,July 2023,2
Kia,Niro EV,BEV,Newfoundland and Labrador,July 2024,5
Kia,Niro EV,BEV,Newfoundland and Labrador,June 2024,1
Kia,Niro EV,BEV,Newfoundland and Labrador,March 2024,3
Kia,Niro EV,BEV,Newfoundland and Labrador,May 2023,1
Kia,Niro EV,BEV,Newfoundland and Labrador,November 2023,4
Kia,Niro EV,BEV,Newfoundland and Labrador,November 2024,1
Kia,Niro EV,BEV,Newfoundland and Labrador,October 2023,6
Kia,Niro EV,BEV,Newfoundland and Labrador,September 2023,8
Kia,Niro EV,BEV,Newfoundland and Labrador,September 2024,2
Kia,Niro EV,BEV,Nova Scotia,April 2021,1
Kia,Niro EV,BEV,Nova Scotia,April 2023,1
Kia,Niro EV,BEV,Nova Scotia,April 2024,1
Kia,Niro EV,BEV,Nova Scotia,August 2021,2
Kia,Niro EV,BEV,Nova Scotia,August 2023,4
Kia,Niro EV,BEV,Nova Scotia,August 2024,1
Kia,Niro EV,BEV,Nova Scotia,December 2020,2
Kia,Niro EV,BEV,Nova Scotia,December 2023,1
Kia,Niro EV,BEV,Nova Scotia,January 2022,1
Kia,Niro EV,BEV,Nova Scotia,January 2024,1
Kia,Niro EV,BEV,Nova Scotia,July 2023,2
Kia,Niro EV,BEV,Nova Scotia,June 2020,1
Kia,Niro EV,BEV,Nova Scotia,June 2024,2
Kia,Niro EV,BEV,Nova Scotia,March 2024,1
Kia,Niro EV,BEV,Nova Scotia,May 2021,1
Kia,Niro EV,BEV,Nova Scotia,May 2023,3
Kia,Niro EV,BEV,Nova Scotia,May 2024,1
Kia,Niro EV,BEV,Nova Scotia,November 2023,2
Kia,Niro EV,BEV,Nova Scotia,November 2024,1
Kia,Niro EV,BEV,Nova Scotia,October 2021,2
Kia,Niro EV,BEV,Nova Scotia,October 2023,3
Kia,Niro EV,BEV,Nova Scotia,October 2024,2
Kia,Niro EV,BEV,Nova Scotia,September 2023,4
Kia,Niro EV,BEV,Nova Scotia,September 2024,1
Kia,Niro EV,BEV,Ontario,April 2020,1
Kia,Niro EV,BEV,Ontario,April 2021,10
Kia,Niro EV,BEV,Ontario,April 2022,7
Kia,Niro EV,BEV,Ontario,April 2023,25
Kia,Niro EV,BEV,Ontario,April 2024,44
Kia,Niro EV,BEV,Ontario,August 2019,16
Kia,Niro EV,BEV,Ontario,August 2020,8
Kia,Niro EV,BEV,Ontario,August 2021,24
Kia,Niro EV,BEV,Ontario,August 2023,85
Kia,Niro EV,BEV,Ontario,August 2024,29
Kia,Niro EV,BEV,Ontario,December 2019,1
Kia,Niro EV,BEV,Ontario,December 2020,6
Kia,Niro EV,BEV,Ontario,December 2021,4
Kia,Niro EV,BEV,Ontario,December 2023,36
Kia,Niro EV,BEV,Ontario,February 2020,1
Kia,Niro EV,BEV,Ontario,February 2021,6
Kia,Niro EV,BEV,Ontario,February 2022,11
Kia,Niro EV,BEV,Ontario,February 2024,18
Kia,Niro EV,BEV,Ontario,January 2021,3
Kia,Niro EV,BEV,Ontario,January 2022,7
Kia,Niro EV,BEV,Ontario,January 2023,1
Kia,Niro EV,BEV,Ontario,January 2024,31
Kia,Niro EV,BEV,Ontario,July 2019,5
Kia,Niro EV,BEV,Ontario,July 2020,5
Kia,Niro EV,BEV,Ontario,July 2021,10
Kia,Niro EV,BEV,Ontario,July 2022,2
Kia,Niro EV,BEV,Ontario,July 2023,103
Kia,Niro EV,BEV,Ontario,July 2024,23
Kia,Niro EV,BEV,Ontario,June 2019,12
Kia,Niro EV,BEV,Ontario,June 2020,5
Kia,Niro EV,BEV,Ontario,June 2021,16
Kia,Niro EV,BEV,Ontario,June 2022,3
Kia,Niro EV,BEV,Ontario,June 2023,43
Kia,Niro EV,BEV,Ontario,June 2024,20
Kia,Niro EV,BEV,Ontario,March 2021,4
Kia,Niro EV,BEV,Ontario,March 2022,14
Kia,Niro EV,BEV,Ontario,March 2023,6
Kia,Niro EV,BEV,Ontario,March 2024,33
Kia,Niro EV,BEV,Ontario,May 2019,1
Kia,Niro EV,BEV,Ontario,May 2020,2
Kia,Niro EV,BEV,Ontario,May 2021,13
Kia,Niro EV,BEV,Ontario,May 2022,8
Kia,Niro EV,BEV,Ontario,May 2023,51
Kia,Niro EV,BEV,Ontario,May 2024,27
Kia,Niro EV,BEV,Ontario,November 2019,2
Kia,Niro EV,BEV,Ontario,November 2020,6
Kia,Niro EV,BEV,Ontario,November 2021,14
Kia,Niro EV,BEV,Ontario,November 2023,73
Kia,Niro EV,BEV,Ontario,November 2024,19
Kia,Niro EV,BEV,Ontario,October 2019,3
Kia,Niro EV,BEV,Ontario,October 2020,23
Kia,Niro EV,BEV,Ontario,October 2021,11
Kia,Niro EV,BEV,Ontario,October 2022,1
Kia,Niro EV,BEV,Ontario,October 2023,69
Kia,Niro EV,BEV,Ontario,October 2024,11
Kia,Niro EV,BEV,Ontario,September 2019,6
Kia,Niro EV,BEV,Ontario,September 2020,10
Kia,Niro EV,BEV,Ontario,September 2021,9
Kia,Niro EV,BEV,Ontario,September 2023,57
Kia,Niro EV,BEV,Ontario,September 2024,24
Kia,Niro EV,BEV,Prince Edward Island,April 2022,1
Kia,Niro EV,BEV,Prince Edward Island,April 2024,2
Kia,Niro EV,BEV,Prince Edward Island,August 2021,3
Kia,Niro EV,BEV,Prince Edward Island,August 2023,4
Kia,Niro EV,BEV,Prince Edward Island,January 2024,1
Kia,Niro EV,BEV,Prince Edward Island,July 2021,2
Kia,Niro EV,BEV,Prince Edward Island,July 2023,5
Kia,Niro EV,BEV,Prince Edward Island,June 2023,1
Kia,Niro EV,BEV,Prince Edward Island,June 2024,3
Kia,Niro EV,BEV,Prince Edward Island,May 2022,2
Kia,Niro EV,BEV,Prince Edward Island,May 2024,2
Kia,Niro EV,BEV,Prince Edward Island,November 2021,1
Kia,Niro EV,BEV,Prince Edward Island,November 2023,2
Kia,Niro EV,BEV,Prince Edward Island,November 2024,2
Kia,Niro EV,BEV,Prince Edward Island,October 2020,1
Kia,Niro EV,BEV,Prince Edward Island,October 2021,1
Kia,Niro EV,BEV,Prince Edward Island,October 2023,4
Kia,Niro EV,BEV,Prince Edward Island,October 2024,1
Kia,Niro EV,BEV,Prince Edward Island,September 2023,3
Kia,Niro EV,BEV,Prince Edward Island,September 2024,3
Kia,Niro EV,BEV,Quebec,April 2020,4
Kia,Niro EV,BEV,Quebec,April 2021,113
Kia,Niro EV,BEV,Quebec,April 2022,25
Kia,Niro EV,BEV,Quebec,April 2023,95
Kia,Niro EV,BEV,Quebec,April 2024,293
Kia,Niro EV,BEV,Quebec,August 2019,43
Kia,Niro EV,BEV,Quebec,August 2020,36
Kia,Niro EV,BEV,Quebec,August 2021,234
Kia,Niro EV,BEV,Quebec,August 2022,2
Kia,Niro EV,BEV,Quebec,August 2023,428
Kia,Niro EV,BEV,Quebec,August 2024,165
Kia,Niro EV,BEV,Quebec,December 2019,10
Kia,Niro EV,BEV,Quebec,December 2020,62
Kia,Niro EV,BEV,Quebec,December 2021,41
Kia,Niro EV,BEV,Quebec,December 2022,2
Kia,Niro EV,BEV,Quebec,December 2023,196
Kia,Niro EV,BEV,Quebec,February 2020,10
Kia,Niro EV,BEV,Quebec,February 2021,38
Kia,Niro EV,BEV,Quebec,February 2022,86
Kia,Niro EV,BEV,Quebec,February 2024,289
Kia,Niro EV,BEV,Quebec,January 2020,10
Kia,Niro EV,BEV,Quebec,January 2021,23
Kia,Niro EV,BEV,Quebec,January 2022,57
Kia,Niro EV,BEV,Quebec,January 2024,134
Kia,Niro EV,BEV,Quebec,July 2019,8
Kia,Niro EV,BEV,Quebec,July 2020,69
Kia,Niro EV,BEV,Quebec,July 2021,175
Kia,Niro EV,BEV,Quebec,July 2022,2
Kia,Niro EV,BEV,Quebec,July 2023,277
Kia,Niro EV,BEV,Quebec,July 2024,183
Kia,Niro EV,BEV,Quebec,June 2019,16
Kia,Niro EV,BEV,Quebec,June 2020,75
Kia,Niro EV,BEV,Quebec,June 2021,202
Kia,Niro EV,BEV,Quebec,June 2022,9
Kia,Niro EV,BEV,Quebec,June 2023,169
Kia,Niro EV,BEV,Quebec,June 2024,282
Kia,Niro EV,BEV,Quebec,March 2020,12
Kia,Niro EV,BEV,Quebec,March 2021,69
Kia,Niro EV,BEV,Quebec,March 2022,88
Kia,Niro EV,BEV,Quebec,March 2023,13
Kia,Niro EV,BEV,Quebec,March 2024,264
Kia,Niro EV,BEV,Quebec,May 2019,23
Kia,Niro EV,BEV,Quebec,May 2020,29
Kia,Niro EV,BEV,Quebec,May 2021,187
Kia,Niro EV,BEV,Quebec,May 2022,22
Kia,Niro EV,BEV,Quebec,May 2023,224
Kia,Niro EV,BEV,Quebec,May 2024,312
Kia,Niro EV,BEV,Quebec,November 2019,22
Kia,Niro EV,BEV,Quebec,November 2020,68
Kia,Niro EV,BEV,Quebec,November 2021,122
Kia,Niro EV,BEV,Quebec,November 2022,1
Kia,Niro EV,BEV,Quebec,November 2023,203
Kia,Niro EV,BEV,Quebec,November 2024,354
Kia,Niro EV,BEV,Quebec,October 2019,51
Kia,Niro EV,BEV,Quebec,October 2020,92
Kia,Niro EV,BEV,Quebec,October 2021,60
Kia,Niro EV,BEV,Quebec,October 2022,1
Kia,Niro EV,BEV,Quebec,October 2023,344
Kia,Niro EV,BEV,Quebec,October 2024,358
Kia,Niro EV,BEV,Quebec,September 2019,78
Kia,Niro EV,BEV,Quebec,September 2020,76
Kia,Niro EV,BEV,Quebec,September 2021,132
Kia,Niro EV,BEV,Quebec,September 2022,1
Kia,Niro EV,BEV,Quebec,September 2023,198
Kia,Niro EV,BEV,Quebec,September 2024,176
Kia,Niro EV,BEV,Saskatchewan,April 2023,1
Kia,Niro EV,BEV,Saskatchewan,April 2024,2
Kia,Niro EV,BEV,Saskatchewan,August 2023,5
Kia,Niro EV,BEV,Saskatchewan,August 2024,1
Kia,Niro EV,BEV,Saskatchewan,July 2023,3
Kia,Niro EV,BEV,Saskatchewan,June 2023,1
Kia,Niro EV,BEV,Saskatchewan,June 2024,2
Kia,Niro EV,BEV,Saskatchewan,March 2022,1
Kia,Niro EV,BEV,Saskatchewan,May 2024,3
Kia,Niro EV,BEV,Saskatchewan,November 2023,1
Kia,Niro EV,BEV,Saskatchewan,October 2021,1
Kia,Niro EV,BEV,Saskatchewan,October 2023,3
Kia,Niro EV,BEV,Saskatchewan,October 2024,1
Kia,Niro EV,BEV,Saskatchewan,September 2023,2
Kia,Niro EV,BEV,Saskatchewan,September 2024,2
Kia,Niro EV,BEV,Yukon,April 2023,1
Kia,Niro EV,BEV,Yukon,December 2023,9
Kia,Niro EV,BEV,Yukon,February 2024,2
Kia,Niro EV,BEV,Yukon,January 2024,5
Kia,Niro EV,BEV,Yukon,July 2022,1
Kia,Niro EV,BEV,Yukon,July 2024,1
Kia,Niro EV,BEV,Yukon,June 2023,2
Kia,Niro EV,BEV,Yukon,June 2024,1
Kia,Niro EV,BEV,Yukon,May 2023,2
Kia,Niro EV,BEV,Yukon,May 2024,6
Kia,Niro EV,BEV,Yukon,November 2023,1
Kia,Niro EV,BEV,Yukon,October 2023,2
Kia,Niro PHEV,PHEV,Alberta,April 2020,3
Kia,Niro PHEV,PHEV,Alberta,April 2022,3
Kia,Niro PHEV,PHEV,Alberta,April 2023,1
Kia,Niro PHEV,PHEV,Alberta,April 2024,2
Kia,Niro PHEV,PHEV,Alberta,August 2019,1
Kia,Niro PHEV,PHEV,Alberta,August 2021,5
Kia,Niro PHEV,PHEV,Alberta,August 2023,6
Kia,Niro PHEV,PHEV,Alberta,August 2024,7
Kia,Niro PHEV,PHEV,Alberta,December 2020,1
Kia,Niro PHEV,PHEV,Alberta,December 2021,2
Kia,Niro PHEV,PHEV,Alberta,December 2023,1
Kia,Niro PHEV,PHEV,Alberta,February 2020,1
