Vehicle Make,Vehicle Model,"Battery-Electric Vehicle (BEV), Plug-in Hybrid Electric Vehicle (PHEV) or Fuel Cell Electric Vehicle (FCEV)",Recipient Province/Territory,Month and Year,Number of Cars
Hyundai,Ioniq electric,BEV,British Columbia,August 2021,17
Hyundai,Ioniq electric,BEV,British Columbia,December 2019,1
Hyundai,Ioniq electric,BEV,British Columbia,December 2020,20
Hyundai,Ioniq electric,BEV,British Columbia,February 2020,57
Hyundai,Ioniq electric,BEV,British Columbia,February 2021,30
Hyundai,Ioniq electric,BEV,British Columbia,January 2020,69
Hyundai,Ioniq electric,BEV,British Columbia,January 2021,22
Hyundai,Ioniq electric,BEV,British Columbia,July 2019,26
Hyundai,Ioniq electric,BEV,British Columbia,July 2020,22
Hyundai,Ioniq electric,BEV,British Columbia,July 2021,20
Hyundai,Ioniq electric,BEV,British Columbia,June 2019,78
Hyundai,Ioniq electric,BEV,British Columbia,June 2020,22
Hyundai,Ioniq electric,BEV,British Columbia,June 2021,13
Hyundai,Ioniq electric,BEV,British Columbia,March 2020,44
Hyundai,Ioniq electric,BEV,British Columbia,March 2021,39
Hyundai,Ioniq electric,BEV,British Columbia,May 2019,199
Hyundai,Ioniq electric,BEV,British Columbia,May 2020,9
Hyundai,Ioniq electric,BEV,British Columbia,May 2021,24
Hyundai,Ioniq electric,BEV,British Columbia,November 2019,5
Hyundai,Ioniq electric,BEV,British Columbia,November 2020,13
Hyundai,Ioniq electric,BEV,British Columbia,November 2021,4
Hyundai,Ioniq electric,BEV,British Columbia,October 2019,6
Hyundai,Ioniq electric,BEV,British Columbia,October 2020,17
Hyundai,Ioniq electric,BEV,British Columbia,October 2021,16
Hyundai,Ioniq electric,BEV,British Columbia,September 2019,5
Hyundai,Ioniq electric,BEV,British Columbia,September 2020,24
Hyundai,Ioniq electric,BEV,British Columbia,September 2021,25
Hyundai,Ioniq electric,BEV,Manitoba,April 2021,1
Hyundai,Ioniq electric,BEV,Manitoba,August 2020,1
Hyundai,Ioniq electric,BEV,Manitoba,August 2021,3
Hyundai,Ioniq electric,BEV,Manitoba,February 2020,1
Hyundai,Ioniq electric,BEV,Manitoba,February 2022,1
Hyundai,Ioniq electric,BEV,Manitoba,June 2020,1
Hyundai,Ioniq electric,BEV,Manitoba,March 2020,1
Hyundai,Ioniq electric,BEV,Manitoba,March 2021,1
Hyundai,Ioniq electric,BEV,Manitoba,May 2019,4
Hyundai,Ioniq electric,BEV,Manitoba,November 2020,2
Hyundai,Ioniq electric,BEV,Manitoba,October 2019,1
Hyundai,Ioniq electric,BEV,Manitoba,October 2020,1
Hyundai,Ioniq electric,BEV,Manitoba,October 2021,1
Hyundai,Ioniq electric,BEV,Manitoba,September 2019,1
Hyundai,Ioniq electric,BEV,New Brunswick,April 2021,1
Hyundai,Ioniq electric,BEV,New Brunswick,April 2022,1
Hyundai,Ioniq electric,BEV,New Brunswick,August 2020,1
Hyundai,Ioniq electric,BEV,New Brunswick,December 2020,1
Hyundai,Ioniq electric,BEV,New Brunswick,December 2021,2
Hyundai,Ioniq electric,BEV,New Brunswick,July 2019,1
Hyundai,Ioniq electric,BEV,New Brunswick,July 2021,2
Hyundai,Ioniq electric,BEV,New Brunswick,June 2020,2
Hyundai,Ioniq electric,BEV,New Brunswick,June 2021,2
Hyundai,Ioniq electric,BEV,New Brunswick,May 2019,1
Hyundai,Ioniq electric,BEV,New Brunswick,May 2021,2
Hyundai,Ioniq electric,BEV,New Brunswick,November 2020,2
Hyundai,Ioniq electric,BEV,New Brunswick,October 2021,2
Hyundai,Ioniq electric,BEV,New Brunswick,September 2019,1
Hyundai,Ioniq electric,BEV,New Brunswick,September 2021,1
Hyundai,Ioniq electric,BEV,Newfoundland and Labrador,April 2021,2
Hyundai,Ioniq electric,BEV,Newfoundland and Labrador,February 2021,1
Hyundai,Ioniq electric,BEV,Newfoundland and Labrador,January 2021,1
Hyundai,Ioniq electric,BEV,Newfoundland and Labrador,July 2021,1
Hyundai,Ioniq electric,BEV,Newfoundland and Labrador,June 2021,1
Hyundai,Ioniq electric,BEV,Nova Scotia,August 2020,1
Hyundai,Ioniq electric,BEV,Nova Scotia,August 2021,1
Hyundai,Ioniq electric,BEV,Nova Scotia,December 2021,3
Hyundai,Ioniq electric,BEV,Nova Scotia,February 2020,1
Hyundai,Ioniq electric,BEV,Nova Scotia,February 2021,1
Hyundai,Ioniq electric,BEV,Nova Scotia,June 2021,1
Hyundai,Ioniq electric,BEV,Nova Scotia,March 2020,4
Hyundai,Ioniq electric,BEV,Nova Scotia,March 2021,3
Hyundai,Ioniq electric,BEV,Nova Scotia,March 2022,1
Hyundai,Ioniq electric,BEV,Nova Scotia,May 2022,1
Hyundai,Ioniq electric,BEV,Nova Scotia,November 2021,3
Hyundai,Ioniq electric,BEV,Nova Scotia,October 2019,1
Hyundai,Ioniq electric,BEV,Nova Scotia,October 2020,1
Hyundai,Ioniq electric,BEV,Nova Scotia,September 2019,1
Hyundai,Ioniq electric,BEV,Ontario,April 2020,1
Hyundai,Ioniq electric,BEV,Ontario,April 2021,4
Hyundai,Ioniq electric,BEV,Ontario,April 2022,2
Hyundai,Ioniq electric,BEV,Ontario,August 2019,3
Hyundai,Ioniq electric,BEV,Ontario,August 2020,8
Hyundai,Ioniq electric,BEV,Ontario,August 2021,9
Hyundai,Ioniq electric,BEV,Ontario,December 2019,1
Hyundai,Ioniq electric,BEV,Ontario,December 2020,10
Hyundai,Ioniq electric,BEV,Ontario,December 2021,12
Hyundai,Ioniq electric,BEV,Ontario,February 2020,4
Hyundai,Ioniq electric,BEV,Ontario,February 2021,3
Hyundai,Ioniq electric,BEV,Ontario,February 2022,1
Hyundai,Ioniq electric,BEV,Ontario,January 2020,1
Hyundai,Ioniq electric,BEV,Ontario,January 2021,1
Hyundai,Ioniq electric,BEV,Ontario,January 2022,2
Hyundai,Ioniq electric,BEV,Ontario,July 2019,6
Hyundai,Ioniq electric,BEV,Ontario,July 2020,11
Hyundai,Ioniq electric,BEV,Ontario,July 2021,13
Hyundai,Ioniq electric,BEV,Ontario,June 2019,11
Hyundai,Ioniq electric,BEV,Ontario,June 2020,4
Hyundai,Ioniq electric,BEV,Ontario,June 2021,14
Hyundai,Ioniq electric,BEV,Ontario,March 2020,4
Hyundai,Ioniq electric,BEV,Ontario,March 2021,9
Hyundai,Ioniq electric,BEV,Ontario,May 2019,31
Hyundai,Ioniq electric,BEV,Ontario,May 2020,4
Hyundai,Ioniq electric,BEV,Ontario,May 2021,12
Hyundai,Ioniq electric,BEV,Ontario,November 2019,4
Hyundai,Ioniq electric,BEV,Ontario,November 2020,8
Hyundai,Ioniq electric,BEV,Ontario,November 2021,13
Hyundai,Ioniq electric,BEV,Ontario,October 2019,5
Hyundai,Ioniq electric,BEV,Ontario,October 2020,14
Hyundai,Ioniq electric,BEV,Ontario,October 2021,22
Hyundai,Ioniq electric,BEV,Ontario,September 2019,3
Hyundai,Ioniq electric,BEV,Ontario,September 2020,11
Hyundai,Ioniq electric,BEV,Ontario,September 2021,11
Hyundai,Ioniq electric,BEV,Prince Edward Island,December 2020,2
Hyundai,Ioniq electric,BEV,Prince Edward Island,July 2021,1
Hyundai,Ioniq electric,BEV,Prince Edward Island,September 2021,1
Hyundai,Ioniq electric,BEV,Quebec,April 2020,14
Hyundai,Ioniq electric,BEV,Quebec,April 2021,105
Hyundai,Ioniq electric,BEV,Quebec,April 2022,1
Hyundai,Ioniq electric,BEV,Quebec,August 2019,75
Hyundai,Ioniq electric,BEV,Quebec,August 2020,169
Hyundai,Ioniq electric,BEV,Quebec,August 2021,88
Hyundai,Ioniq electric,BEV,Quebec,August 2022,1
Hyundai,Ioniq electric,BEV,Quebec,December 2019,4
Hyundai,Ioniq electric,BEV,Quebec,December 2020,89
Hyundai,Ioniq electric,BEV,Quebec,December 2021,14
Hyundai,Ioniq electric,BEV,Quebec,February 2020,182
Hyundai,Ioniq electric,BEV,Quebec,February 2021,50
Hyundai,Ioniq electric,BEV,Quebec,January 2020,77
Hyundai,Ioniq electric,BEV,Quebec,January 2021,48
Hyundai,Ioniq electric,BEV,Quebec,January 2022,6
Hyundai,Ioniq electric,BEV,Quebec,July 2019,107
Hyundai,Ioniq electric,BEV,Quebec,July 2020,149
Hyundai,Ioniq electric,BEV,Quebec,July 2021,67
Hyundai,Ioniq electric,BEV,Quebec,July 2022,1
Hyundai,Ioniq electric,BEV,Quebec,June 2019,234
Hyundai,Ioniq electric,BEV,Quebec,June 2020,104
Hyundai,Ioniq electric,BEV,Quebec,June 2021,91
Hyundai,Ioniq electric,BEV,Quebec,June 2022,2
Hyundai,Ioniq electric,BEV,Quebec,March 2020,147
Hyundai,Ioniq electric,BEV,Quebec,March 2021,99
Hyundai,Ioniq electric,BEV,Quebec,March 2022,3
Hyundai,Ioniq electric,BEV,Quebec,May 2019,404
Hyundai,Ioniq electric,BEV,Quebec,May 2020,48
Hyundai,Ioniq electric,BEV,Quebec,May 2021,120
Hyundai,Ioniq electric,BEV,Quebec,May 2022,1
Hyundai,Ioniq electric,BEV,Quebec,November 2019,12
Hyundai,Ioniq electric,BEV,Quebec,November 2020,99
Hyundai,Ioniq electric,BEV,Quebec,November 2021,71
Hyundai,Ioniq electric,BEV,Quebec,October 2019,29
Hyundai,Ioniq electric,BEV,Quebec,October 2020,133
Hyundai,Ioniq electric,BEV,Quebec,October 2021,116
Hyundai,Ioniq electric,BEV,Quebec,September 2019,41
Hyundai,Ioniq electric,BEV,Quebec,September 2020,162
Hyundai,Ioniq electric,BEV,Quebec,September 2021,115
Hyundai,Ioniq electric,BEV,Saskatchewan,April 2020,1
Hyundai,Ioniq electric,BEV,Saskatchewan,April 2021,1
Hyundai,Ioniq electric,BEV,Saskatchewan,December 2021,1
Hyundai,Ioniq electric,BEV,Saskatchewan,February 2021,1
Hyundai,Ioniq electric,BEV,Saskatchewan,February 2022,1
Hyundai,Ioniq electric,BEV,Saskatchewan,January 2021,1
Hyundai,Ioniq electric,BEV,Saskatchewan,June 2021,2
Hyundai,Ioniq electric,BEV,Saskatchewan,June 2022,1
Hyundai,Ioniq electric,BEV,Saskatchewan,March 2020,1
Hyundai,Ioniq electric,BEV,Saskatchewan,March 2022,1
Hyundai,Ioniq electric,BEV,Saskatchewan,May 2020,1
Hyundai,Ioniq electric,BEV,Saskatchewan,May 2022,1
Hyundai,Ioniq electric,BEV,Saskatchewan,October 2019,1
Hyundai,Ioniq electric,BEV,Saskatchewan,September 2020,1
Hyundai,Ioniq electric,BEV,Saskatchewan,September 2021,1
Hyundai,Ioniq electric Plus,PHEV,Alberta,August 2019,2
Hyundai,Ioniq electric Plus,PHEV,Alberta,July 2019,1
Hyundai,Ioniq electric Plus,PHEV,Alberta,June 2019,3
Hyundai,Ioniq electric Plus,PHEV,Alberta,May 2019,2
Hyundai,Ioniq electric Plus,PHEV,Alberta,October 2019,1
Hyundai,Ioniq electric Plus,PHEV,Alberta,September 2019,1
Hyundai,Ioniq electric Plus,PHEV,British Columbia,August 2019,9
Hyundai,Ioniq electric Plus,PHEV,British Columbia,December 2019,1
Hyundai,Ioniq electric Plus,PHEV,British Columbia,January 2020,1
Hyundai,Ioniq electric Plus,PHEV,British Columbia,July 2019,23
Hyundai,Ioniq electric Plus,PHEV,British Columbia,June 2019,18
Hyundai,Ioniq electric Plus,PHEV,British Columbia,May 2019,59
Hyundai,Ioniq electric Plus,PHEV,British Columbia,November 2019,1
Hyundai,Ioniq electric Plus,PHEV,British Columbia,October 2019,16
Hyundai,Ioniq electric Plus,PHEV,British Columbia,September 2019,21
Hyundai,Ioniq electric Plus,PHEV,Manitoba,August 2019,3
Hyundai,Ioniq electric Plus,PHEV,Manitoba,January 2020,1
Hyundai,Ioniq electric Plus,PHEV,Manitoba,June 2019,1
Hyundai,Ioniq electric Plus,PHEV,Manitoba,May 2019,2
Hyundai,Ioniq electric Plus,PHEV,Manitoba,October 2019,1
Hyundai,Ioniq electric Plus,PHEV,New Brunswick,December 2019,1
Hyundai,Ioniq electric Plus,PHEV,New Brunswick,May 2019,1
Hyundai,Ioniq electric Plus,PHEV,Nova Scotia,August 2019,1
Hyundai,Ioniq electric Plus,PHEV,Nova Scotia,December 2019,1
Hyundai,Ioniq electric Plus,PHEV,Nova Scotia,October 2019,6
Hyundai,Ioniq electric Plus,PHEV,Ontario,August 2019,7
Hyundai,Ioniq electric Plus,PHEV,Ontario,July 2019,9
Hyundai,Ioniq electric Plus,PHEV,Ontario,June 2019,17
Hyundai,Ioniq electric Plus,PHEV,Ontario,March 2020,1
Hyundai,Ioniq electric Plus,PHEV,Ontario,May 2019,8
Hyundai,Ioniq electric Plus,PHEV,Ontario,November 2019,1
Hyundai,Ioniq electric Plus,PHEV,Ontario,October 2019,8
Hyundai,Ioniq electric Plus,PHEV,Ontario,September 2019,8
Hyundai,Ioniq electric Plus,PHEV,Quebec,August 2019,71
Hyundai,Ioniq electric Plus,PHEV,Quebec,December 2019,6
Hyundai,Ioniq electric Plus,PHEV,Quebec,February 2020,4
Hyundai,Ioniq electric Plus,PHEV,Quebec,January 2020,5
Hyundai,Ioniq electric Plus,PHEV,Quebec,July 2019,57
Hyundai,Ioniq electric Plus,PHEV,Quebec,July 2020,2
Hyundai,Ioniq electric Plus,PHEV,Quebec,June 2019,145
Hyundai,Ioniq electric Plus,PHEV,Quebec,June 2020,2
Hyundai,Ioniq electric Plus,PHEV,Quebec,May 2019,69
Hyundai,Ioniq electric Plus,PHEV,Quebec,November 2019,15
Hyundai,Ioniq electric Plus,PHEV,Quebec,October 2019,57
Hyundai,Ioniq electric Plus,PHEV,Quebec,October 2020,1
Hyundai,Ioniq electric Plus,PHEV,Quebec,September 2019,75
Hyundai,Ioniq electric Plus,PHEV,Saskatchewan,January 2020,1
Hyundai,Ioniq electric Plus,PHEV,Saskatchewan,September 2019,2
Hyundai,Kona EV,BEV,Alberta,April 2024,9
Hyundai,Kona EV,BEV,Alberta,August 2024,5
Hyundai,Kona EV,BEV,Alberta,December 2023,7
Hyundai,Kona EV,BEV,Alberta,February 2024,8
Hyundai,Kona EV,BEV,Alberta,January 2024,9
Hyundai,Kona EV,BEV,Alberta,July 2024,5
Hyundai,Kona EV,BEV,Alberta,June 2024,2
Hyundai,Kona EV,BEV,Alberta,March 2024,9
Hyundai,Kona EV,BEV,Alberta,May 2024,4
Hyundai,Kona EV,BEV,Alberta,November 2024,2
Hyundai,Kona EV,BEV,Alberta,October 2024,7
Hyundai,Kona EV,BEV,Alberta,September 2024,3
Hyundai,Kona EV,BEV,British Columbia,April 2024,79
Hyundai,Kona EV,BEV,British Columbia,August 2024,51
Hyundai,Kona EV,BEV,British Columbia,December 2023,39
Hyundai,Kona EV,BEV,British Columbia,February 2024,106
Hyundai,Kona EV,BEV,British Columbia,January 2024,73
Hyundai,Kona EV,BEV,British Columbia,July 2024,57
Hyundai,Kona EV,BEV,British Columbia,June 2024,77
Hyundai,Kona EV,BEV,British Columbia,March 2024,55
Hyundai,Kona EV,BEV,British Columbia,May 2024,80
Hyundai,Kona EV,BEV,British Columbia,November 2024,52
Hyundai,Kona EV,BEV,British Columbia,October 2024,79
Hyundai,Kona EV,BEV,British Columbia,September 2024,76
Hyundai,Kona EV,BEV,Manitoba,April 2024,1
Hyundai,Kona EV,BEV,Manitoba,August 2024,4
Hyundai,Kona EV,BEV,Manitoba,December 2023,2
Hyundai,Kona EV,BEV,Manitoba,February 2024,1
Hyundai,Kona EV,BEV,Manitoba,January 2024,3
Hyundai,Kona EV,BEV,Manitoba,July 2024,6
Hyundai,Kona EV,BEV,Manitoba,June 2024,10
Hyundai,Kona EV,BEV,Manitoba,March 2024,6
Hyundai,Kona EV,BEV,Manitoba,May 2024,10
Hyundai,Kona EV,BEV,Manitoba,November 2024,8
Hyundai,Kona EV,BEV,Manitoba,October 2024,9
Hyundai,Kona EV,BEV,Manitoba,September 2024,8
Hyundai,Kona EV,BEV,New Brunswick,April 2024,8
Hyundai,Kona EV,BEV,New Brunswick,August 2024,3
Hyundai,Kona EV,BEV,New Brunswick,December 2023,3
Hyundai,Kona EV,BEV,New Brunswick,February 2024,3
Hyundai,Kona EV,BEV,New Brunswick,January 2024,10
Hyundai,Kona EV,BEV,New Brunswick,July 2024,10
Hyundai,Kona EV,BEV,New Brunswick,June 2024,6
Hyundai,Kona EV,BEV,New Brunswick,March 2024,12
Hyundai,Kona EV,BEV,New Brunswick,May 2024,15
Hyundai,Kona EV,BEV,New Brunswick,November 2024,7
Hyundai,Kona EV,BEV,New Brunswick,October 2024,1
Hyundai,Kona EV,BEV,New Brunswick,September 2024,6
Hyundai,Kona EV,BEV,Newfoundland and Labrador,April 2024,4
Hyundai,Kona EV,BEV,Newfoundland and Labrador,August 2024,3
Hyundai,Kona EV,BEV,Newfoundland and Labrador,December 2023,2
Hyundai,Kona EV,BEV,Newfoundland and Labrador,January 2024,2
Hyundai,Kona EV,BEV,Newfoundland and Labrador,July 2024,2
Hyundai,Kona EV,BEV,Newfoundland and Labrador,June 2024,1
Hyundai,Kona EV,BEV,Newfoundland and Labrador,March 2024,2
Hyundai,Kona EV,BEV,Newfoundland and Labrador,May 2024,4
Hyundai,Kona EV,BEV,Newfoundland and Labrador,November 2024,3
Hyundai,Kona EV,BEV,Newfoundland and Labrador,October 2024,1
Hyundai,Kona EV,BEV,Newfoundland and Labrador,September 2024,1
Hyundai,Kona EV,BEV,Northwest Territories,October 2024,1
Hyundai,Kona EV,BEV,Nova Scotia,April 2024,16
Hyundai,Kona EV,BEV,Nova Scotia,August 2024,8
Hyundai,Kona EV,BEV,Nova Scotia,December 2023,3
Hyundai,Kona EV,BEV,Nova Scotia,February 2024,8
Hyundai,Kona EV,BEV,Nova Scotia,January 2024,12
Hyundai,Kona EV,BEV,Nova Scotia,July 2024,11
Hyundai,Kona EV,BEV,Nova Scotia,June 2024,16
Hyundai,Kona EV,BEV,Nova Scotia,March 2024,12
Hyundai,Kona EV,BEV,Nova Scotia,May 2024,19
Hyundai,Kona EV,BEV,Nova Scotia,November 2024,6
Hyundai,Kona EV,BEV,Nova Scotia,October 2024,10
Hyundai,Kona EV,BEV,Nova Scotia,September 2024,4
Hyundai,Kona EV,BEV,Ontario,April 2024,72
Hyundai,Kona EV,BEV,Ontario,August 2024,40
Hyundai,Kona EV,BEV,Ontario,December 2023,31
Hyundai,Kona EV,BEV,Ontario,February 2024,50
Hyundai,Kona EV,BEV,Ontario,January 2024,66
Hyundai,Kona EV,BEV,Ontario,July 2024,37
Hyundai,Kona EV,BEV,Ontario,June 2024,52
Hyundai,Kona EV,BEV,Ontario,March 2024,78
Hyundai,Kona EV,BEV,Ontario,May 2024,83
Hyundai,Kona EV,BEV,Ontario,November 2024,48
Hyundai,Kona EV,BEV,Ontario,October 2024,36
Hyundai,Kona EV,BEV,Ontario,September 2024,40
Hyundai,Kona EV,BEV,Prince Edward Island,April 2024,5
Hyundai,Kona EV,BEV,Prince Edward Island,August 2024,5
Hyundai,Kona EV,BEV,Prince Edward Island,December 2023,1
Hyundai,Kona EV,BEV,Prince Edward Island,January 2024,2
Hyundai,Kona EV,BEV,Prince Edward Island,July 2024,3
Hyundai,Kona EV,BEV,Prince Edward Island,June 2024,3
Hyundai,Kona EV,BEV,Prince Edward Island,March 2024,2
Hyundai,Kona EV,BEV,Prince Edward Island,November 2024,2
Hyundai,Kona EV,BEV,Prince Edward Island,October 2024,2
Hyundai,Kona EV,BEV,Prince Edward Island,September 2024,3
Hyundai,Kona EV,BEV,Quebec,April 2024,774
Hyundai,Kona EV,BEV,Quebec,August 2024,725
Hyundai,Kona EV,BEV,Quebec,December 2023,110
Hyundai,Kona EV,BEV,Quebec,February 2024,531
Hyundai,Kona EV,BEV,Quebec,January 2024,376
Hyundai,Kona EV,BEV,Quebec,July 2024,537
Hyundai,Kona EV,BEV,Quebec,June 2024,502
Hyundai,Kona EV,BEV,Quebec,March 2024,662
Hyundai,Kona EV,BEV,Quebec,May 2024,807
Hyundai,Kona EV,BEV,Quebec,November 2024,499
Hyundai,Kona EV,BEV,Quebec,October 2024,632
Hyundai,Kona EV,BEV,Quebec,September 2024,658
Hyundai,Kona EV,BEV,Saskatchewan,April 2024,1
Hyundai,Kona EV,BEV,Saskatchewan,December 2023,1
Hyundai,Kona EV,BEV,Saskatchewan,February 2024,1
Hyundai,Kona EV,BEV,Saskatchewan,January 2024,3
Hyundai,Kona EV,BEV,Saskatchewan,March 2024,4
Hyundai,Kona EV,BEV,Saskatchewan,May 2024,3
Hyundai,Kona EV,BEV,Saskatchewan,October 2024,1
Hyundai,Kona EV,BEV,Saskatchewan,September 2024,1
Hyundai,Kona Electric,BEV,Alberta,April 2020,6
Hyundai,Kona Electric,BEV,Alberta,April 2021,7
Hyundai,Kona Electric,BEV,Alberta,April 2022,2
Hyundai,Kona Electric,BEV,Alberta,April 2023,11
Hyundai,Kona Electric,BEV,Alberta,August 2019,2
Hyundai,Kona Electric,BEV,Alberta,August 2020,7
Hyundai,Kona Electric,BEV,Alberta,August 2021,25
Hyundai,Kona Electric,BEV,Alberta,August 2022,12
Hyundai,Kona Electric,BEV,Alberta,August 2023,9
Hyundai,Kona Electric,BEV,Alberta,December 2019,14
Hyundai,Kona Electric,BEV,Alberta,December 2020,3
Hyundai,Kona Electric,BEV,Alberta,December 2021,7
Hyundai,Kona Electric,BEV,Alberta,December 2022,3
Hyundai,Kona Electric,BEV,Alberta,December 2023,3
Hyundai,Kona Electric,BEV,Alberta,February 2020,7
Hyundai,Kona Electric,BEV,Alberta,February 2021,9
Hyundai,Kona Electric,BEV,Alberta,February 2022,3
Hyundai,Kona Electric,BEV,Alberta,February 2023,4
Hyundai,Kona Electric,BEV,Alberta,January 2020,4
Hyundai,Kona Electric,BEV,Alberta,January 2021,4
Hyundai,Kona Electric,BEV,Alberta,January 2023,11
Hyundai,Kona Electric,BEV,Alberta,January 2024,2
Hyundai,Kona Electric,BEV,Alberta,July 2019,2
Hyundai,Kona Electric,BEV,Alberta,July 2020,3
Hyundai,Kona Electric,BEV,Alberta,July 2021,17
Hyundai,Kona Electric,BEV,Alberta,July 2022,10
Hyundai,Kona Electric,BEV,Alberta,July 2023,6
Hyundai,Kona Electric,BEV,Alberta,July 2024,2
Hyundai,Kona Electric,BEV,Alberta,June 2019,2
Hyundai,Kona Electric,BEV,Alberta,June 2020,5
Hyundai,Kona Electric,BEV,Alberta,June 2021,9
Hyundai,Kona Electric,BEV,Alberta,June 2022,9
Hyundai,Kona Electric,BEV,Alberta,June 2023,8
Hyundai,Kona Electric,BEV,Alberta,March 2020,5
Hyundai,Kona Electric,BEV,Alberta,March 2021,10
Hyundai,Kona Electric,BEV,Alberta,March 2022,4
Hyundai,Kona Electric,BEV,Alberta,March 2023,4
Hyundai,Kona Electric,BEV,Alberta,May 2019,1
Hyundai,Kona Electric,BEV,Alberta,May 2020,2
Hyundai,Kona Electric,BEV,Alberta,May 2021,16
Hyundai,Kona Electric,BEV,Alberta,May 2022,2
Hyundai,Kona Electric,BEV,Alberta,May 2023,6
Hyundai,Kona Electric,BEV,Alberta,May 2024,1
Hyundai,Kona Electric,BEV,Alberta,November 2019,1
Hyundai,Kona Electric,BEV,Alberta,November 2020,13
Hyundai,Kona Electric,BEV,Alberta,November 2021,10
Hyundai,Kona Electric,BEV,Alberta,November 2022,10
Hyundai,Kona Electric,BEV,Alberta,November 2023,6
Hyundai,Kona Electric,BEV,Alberta,October 2020,8
Hyundai,Kona Electric,BEV,Alberta,October 2021,15
Hyundai,Kona Electric,BEV,Alberta,October 2022,7
Hyundai,Kona Electric,BEV,Alberta,October 2023,12
Hyundai,Kona Electric,BEV,Alberta,October 2024,1
Hyundai,Kona Electric,BEV,Alberta,September 2019,2
Hyundai,Kona Electric,BEV,Alberta,September 2020,4
Hyundai,Kona Electric,BEV,Alberta,September 2021,22
Hyundai,Kona Electric,BEV,Alberta,September 2022,12
Hyundai,Kona Electric,BEV,Alberta,September 2023,5
Hyundai,Kona Electric,BEV,Alberta,September 2024,1
Hyundai,Kona Electric,BEV,British Columbia,April 2020,80
Hyundai,Kona Electric,BEV,British Columbia,April 2021,127
Hyundai,Kona Electric,BEV,British Columbia,April 2022,31
Hyundai,Kona Electric,BEV,British Columbia,April 2023,76
Hyundai,Kona Electric,BEV,British Columbia,April 2024,6
Hyundai,Kona Electric,BEV,British Columbia,August 2019,45
Hyundai,Kona Electric,BEV,British Columbia,August 2020,136
Hyundai,Kona Electric,BEV,British Columbia,August 2021,251
Hyundai,Kona Electric,BEV,British Columbia,August 2022,107
Hyundai,Kona Electric,BEV,British Columbia,August 2023,91
Hyundai,Kona Electric,BEV,British Columbia,August 2024,8
Hyundai,Kona Electric,BEV,British Columbia,December 2019,76
Hyundai,Kona Electric,BEV,British Columbia,December 2020,60
Hyundai,Kona Electric,BEV,British Columbia,December 2021,62
Hyundai,Kona Electric,BEV,British Columbia,December 2022,49
Hyundai,Kona Electric,BEV,British Columbia,December 2023,25
Hyundai,Kona Electric,BEV,British Columbia,February 2020,79
Hyundai,Kona Electric,BEV,British Columbia,February 2021,100
Hyundai,Kona Electric,BEV,British Columbia,February 2022,39
Hyundai,Kona Electric,BEV,British Columbia,February 2023,102
Hyundai,Kona Electric,BEV,British Columbia,February 2024,8
Hyundai,Kona Electric,BEV,British Columbia,January 2020,88
Hyundai,Kona Electric,BEV,British Columbia,January 2021,104
Hyundai,Kona Electric,BEV,British Columbia,January 2022,33
Hyundai,Kona Electric,BEV,British Columbia,January 2023,90
Hyundai,Kona Electric,BEV,British Columbia,January 2024,17
Hyundai,Kona Electric,BEV,British Columbia,July 2019,76
Hyundai,Kona Electric,BEV,British Columbia,July 2020,103
Hyundai,Kona Electric,BEV,British Columbia,July 2021,226
Hyundai,Kona Electric,BEV,British Columbia,July 2022,65
Hyundai,Kona Electric,BEV,British Columbia,July 2023,69
Hyundai,Kona Electric,BEV,British Columbia,July 2024,3
Hyundai,Kona Electric,BEV,British Columbia,June 2019,43
Hyundai,Kona Electric,BEV,British Columbia,June 2020,55
Hyundai,Kona Electric,BEV,British Columbia,June 2021,154
Hyundai,Kona Electric,BEV,British Columbia,June 2022,80
Hyundai,Kona Electric,BEV,British Columbia,June 2023,86
Hyundai,Kona Electric,BEV,British Columbia,June 2024,7
Hyundai,Kona Electric,BEV,British Columbia,March 2020,64
Hyundai,Kona Electric,BEV,British Columbia,March 2021,166
Hyundai,Kona Electric,BEV,British Columbia,March 2022,43
Hyundai,Kona Electric,BEV,British Columbia,March 2023,113
Hyundai,Kona Electric,BEV,British Columbia,March 2024,5
Hyundai,Kona Electric,BEV,British Columbia,May 2019,70
Hyundai,Kona Electric,BEV,British Columbia,May 2020,46
Hyundai,Kona Electric,BEV,British Columbia,May 2021,179
Hyundai,Kona Electric,BEV,British Columbia,May 2022,79
Hyundai,Kona Electric,BEV,British Columbia,May 2023,84
Hyundai,Kona Electric,BEV,British Columbia,May 2024,10
Hyundai,Kona Electric,BEV,British Columbia,November 2019,159
Hyundai,Kona Electric,BEV,British Columbia,November 2020,63
Hyundai,Kona Electric,BEV,British Columbia,November 2021,79
Hyundai,Kona Electric,BEV,British Columbia,November 2022,67
Hyundai,Kona Electric,BEV,British Columbia,November 2023,82
Hyundai,Kona Electric,BEV,British Columbia,October 2019,25
Hyundai,Kona Electric,BEV,British Columbia,October 2020,111
Hyundai,Kona Electric,BEV,British Columbia,October 2021,61
Hyundai,Kona Electric,BEV,British Columbia,October 2022,109
Hyundai,Kona Electric,BEV,British Columbia,October 2023,64
Hyundai,Kona Electric,BEV,British Columbia,September 2019,32
Hyundai,Kona Electric,BEV,British Columbia,September 2020,125
Hyundai,Kona Electric,BEV,British Columbia,September 2021,114
